fragment,number_of_rel,sum_difficulty,avg_difficulty
CCNS(<=O>)<=O>c,104,313.86549918997093,3.017937492211259
cc<-C(=O)O>c,104,304.6047790556529,2.928892106304355
cccc<-SO2CH3>c,104,292.7677364551549,2.815074388991874
ccc<-C#N>c,104,276.013231724057,2.6539733819620865
cnc[nH]c,103,390.34795735759883,3.7897859937630956
cc(c)-nn,103,356.6237236258443,3.462366248794605
C<-O>C,103,356.0234404834787,3.456538257121152
ccnCc,103,336.2300283445197,3.264369207228347
CccO,103,321.45801083006836,3.1209515614569745
Cnc(C)n,103,297.51995918622407,2.8885432930701365
cc[nH]c<=O>,103,285.06775657003516,2.7676481220391764
CCN(C)C<=O>,103,280.9654116261999,2.7278195303514554
c<-X>cc(c)c,103,273.9190279390006,2.6594080382427245
cn(c<=O>)C,103,269.5779056685547,2.6172612200830554
ccc<-N>nc,102,354.7746447525595,3.4781827916917596
CNCC<=O>N,102,338.4842746441359,3.3184732808248616
cNC(C)C,102,329.54125438402406,3.230796611608079
c<-OMe>cccN,102,312.1911614409935,3.0606976611862104
cc(n)CC,102,311.57987579595226,3.0547046646661986
ncO,102,303.2784806005048,2.973318437259851
cnccN,102,294.228433780801,2.884592488047069
[nH]cccN,101,233.88277874606942,2.3156710766937567
cncnn,100,364.52564307040757,3.645256430704076
C<=O>NCC<=O>N,100,359.05339405236526,3.5905339405236525
cncNC<=O>,100,347.8952343740809,3.478952343740809
c<-X>cC<=O>,100,327.98644200325526,3.2798644200325526
CcccO,100,307.0257999214211,3.0702579992142107
cncS,100,298.33402009531903,2.98334020095319
c<-O>cc,99,398.2888750564096,4.023119950064744
ccC<-O>C,99,356.951231341672,3.6055679933502223
cc(C)s,99,349.4175790904509,3.52947049586314
